communityname,state,pct_urban,med_income,pct_pub_asst,med_fam_income,pct_poverty,pct_not_h_sgrad,pct_coll_grad,pct_unemploy,pct_all_divorc,pers_per_fam,pct_kids2par,pct_work_mom18,pct_kids_born_nevr_marr,pct_immig3,pct_vacant_boarded,own_hous_low_q,own_hous_qrange,rent_low_q,rent_qrange,med_rentpct_hous_inc,pers_emerg_shelt,pers_homeless,police_per_pop,racial_match,pop_density,pct_use_pub_trans,violent_per_pop,non_viol_per_pop
Charlestoncity,SC,100,25153,8.36,32212,21.61,23.46,29.44,5.15,11.62,3.12,51.85,73.01,10.52,0.54,8.94,61800,76600,218,199,28.6,176,0,324.49,89.24,1796.2,5.85,1283.7,7364.72
Westporttown,CT,100,81957,1.95,95791,3.15,6.95,60.51,3.17,8.95,2.96,84.73,59.59,0.29,2.41,0.71,318300,181701,620,381,24.8,17,1,262.32,58.03,1177.6,17.48,121.07,3285.04
Portlandcity,ME,100,26576,9.55,34837,14.03,16.81,29.61,6.75,13.46,2.91,62.15,66.78,4.91,0.98,2.94,88900,52600,344,215,28.1,188,1,233,97.28,2743.7,3.82,673.11,7289.29
Bucyruscity,OH,0,22023,9.67,26726,15.52,30.67,10.33,9.53,13.45,3.02,70.61,66.32,2.88,0,3.18,28900,29000,159,101,25.5,0,0,NA,NA,2124.4,0,165.96,4888.35
Owensborocity,KY,100,21952,7.99,27892,18.9,28.16,15.31,7.85,13.67,2.99,66.28,69.82,2.67,0.12,1.36,34000,29900,167,121,25.4,34,0,NA,NA,3454.8,0.19,275.38,5234.07
Broomfieldcity,CO,99.66,39067,2.6,43854,5.05,8.25,27.88,3.76,10.39,3.25,82.12,75.88,1.12,0.63,0.53,75300,27800,318,211,24.1,0,0,NA,NA,1065.7,2.96,259.69,3525.44
Dovertown,NJ,100,38822,4.39,42354,7.64,32.23,14.06,7.19,10.81,3.34,66.42,75.04,4.17,4.88,4.95,127800,51700,466,263,27.7,0,4,NA,NA,5435.5,3.45,253.89,3973.1
Ashlandcity,OH,0,24536,6.19,30345,12.13,23.68,18.11,6.47,10.96,3.02,72.27,72.4,0.78,0.55,0.52,37100,35600,194,117,24.7,4,0,NA,NA,2044,0.16,33.01,2268.33
FergusFallscity,MN,0,22993,7.46,29963,14.86,24.12,18.84,4.36,9.06,2.98,75.77,78.38,0.76,0.23,0,34200,26200,174,148,27.1,0,0,NA,NA,1224.5,0.93,NA,4181.54
ForestGrovecity,OR,100,24162,5.64,31674,15.78,24.3,20.43,6.16,11.06,3.17,72.13,68.65,0.82,1.66,4.49,54200,26300,258,136,27.2,0,0,NA,NA,3171,2.1,126.61,4051.66
Durhamcity,NC,100,27256,7.3,35024,14.9,21.54,35.4,4.72,12.71,2.96,55.48,78.2,9.34,1.2,4.02,59500,53800,259,182,24.8,125,1,NA,NA,1903.5,3.05,1169.38,9154.31
Wiltontown,CT,33.65,87686,1.29,101156,3.02,5.34,62.17,3.83,5.99,3.15,91.78,53.23,0.04,0.91,0.78,317600,182401,529,472,26,0,0,NA,NA,572.6,10.83,43.13,1336.95
Mantuatownship,NJ,86.05,42841,3.34,45410,3.2,22.53,17.99,3.2,7.41,3.24,82.18,65.25,1.12,0.05,2.56,80000,50200,329,201,25.2,0,0,NA,NA,611.6,2.01,170.42,4004.92
MountPleasantcity,TX,0,20743,8.61,25788,24.64,37.76,13.67,4.15,10.68,3.26,63.55,71.28,1.79,1.87,1.38,29700,34300,183,144,25.9,0,0,NA,NA,1191.5,0,358.01,5408.29
MorganHillcity,CA,100,53480,5.48,57965,4.51,16.58,28.06,3.7,10.21,3.35,76.24,68.94,1.77,1.42,2.01,227600,168400,564,335,28.7,6,0,NA,NA,2207.4,2.4,479.52,3802.69
AppleValleytown,CA,99.68,34050,9.8,36439,10.67,19.86,14.95,7.89,11.14,3.25,73.37,57.3,2.19,0.36,1.75,90900,66400,401,162,29.1,11,0,NA,NA,661.8,0.32,673.62,5105.73
CasaGrandecity,AZ,0,25926,10.09,28639,17.44,28.01,14.24,7.9,13.16,3.38,62.65,67.99,4.18,0.39,2.42,47500,35800,254,141,27.1,43,38,NA,NA,845.4,0.71,1392.77,13735.28
Aberdeencity,SD,0,22422,5.1,30328,12.2,22.7,22.63,3.57,8.26,3.01,76.25,79.52,1.53,0.19,1.16,34000,30900,180,132,24.3,10,0,NA,NA,2870.5,0.07,204.97,3358.43
Farmingtontown,CT,76.4,52979,2.76,61754,2.61,11.13,43.58,3.47,8.53,3,86.77,70.19,0.58,0.58,1.13,164200,125400,599,370,24.9,7,0,NA,NA,709,1.72,67.86,4071.35
Eveshamtownship,NJ,90.52,51676,1.17,56404,2.24,9.91,37.19,2.47,8.85,3.26,85.71,67.53,1,0.91,0.85,119300,54200,557,246,27.1,0,0,NA,NA,1153.7,5.46,182.6,2321.27
Ashwaubenonvillage,WI,100,35108,4.33,39959,5.22,12.1,18.08,3.59,8.49,3.15,81.65,76.48,0.99,0.12,0,60900,23400,293,135,21.8,0,0,NA,NA,1513.4,0.55,155.08,4888
SouthKingstowntown,RI,0,36481,4.65,41895,6.95,14.46,38.97,5.25,6.7,3.11,78.85,70.25,1.57,1.69,2.02,123300,86600,350,282,27.9,11,0,NA,NA,416.4,0.9,93.7,1776.18
Stamfordtown,CT,100,49787,5.43,57360,6.29,18.81,35.13,5.08,9.86,3.08,67.92,68.27,6.42,3.24,1.37,225600,188400,483,448,26.5,132,18,278.92,87.65,2765.1,11.33,500.94,5005.64
Masoncity,OH,100,39738,3.39,43523,2.66,16.17,20.29,2.84,9.86,3.16,83.58,75.18,0.61,0,0,65500,33200,319,120,23.4,0,0,NA,NA,904.6,0.19,134.91,2286.01
Kennewickcity,WA,100,28261,8.95,35024,13.93,17.5,19.77,7,13.34,3.17,70.52,62.81,2.54,1.06,1.85,47700,35400,225,121,23.1,0,0,NA,NA,2022,3.29,380.43,5688.05
MoundsViewcity,MN,100,37117,5.5,41107,5.98,12.18,18.05,4.93,11.03,3.06,75.22,77.01,1.73,0.18,0,72500,27400,419,86,23.1,0,0,NA,NA,2938.7,2.05,NA,3843.81
Haddonfieldborough,NJ,100,56585,1.71,66917,2.8,8.86,55.62,1.78,6.74,3.03,84.64,68.35,1.07,0.35,0.62,137200,129300,474,234,27,0,0,NA,NA,3969.1,13.45,68.71,3366.83
Robbinsdalecity,MN,100,33107,3.67,40536,5,15.58,19.29,4.55,9.87,2.89,77.9,83.98,1.5,0.06,0,66100,25700,383,191,28.4,0,0,NA,NA,5000.7,6.21,366.66,5020.45
Norwalktown,CT,100,48171,4.34,55269,5.2,20.48,29.54,4.69,10.29,3.08,69.28,70.14,4.63,1.46,3.79,196000,113900,471,389,26.6,121,7,208.36,98.8,3315.6,8.17,412.91,4981.58
Cincinnaticity,OH,100,21006,14.32,26774,24.34,30.39,22.17,7.84,14.85,3.11,45.53,64.27,11.81,0.56,8,45200,42700,200,167,25.8,989,23,260.74,77.67,4550.3,11.26,1562.48,7194.74
Bridgewatertown,MA,49.98,41933,5,50080,4.74,17.09,21.74,6.22,9.66,3.33,82.05,71.3,1.62,0.28,0.35,136200,59600,484,270,28.2,0,0,NA,NA,746.1,1.5,159.32,1106.39
Lockportcity,NY,0,25000,8.2,32646,14.45,26.45,14.17,7.44,12.01,3.11,69.79,67.9,4.74,0,4.13,40200,33200,228,135,27.9,0,0,NA,NA,2762.2,0.79,911.96,4450.68
Kalamazootownship,MI,98.8,28070,6.7,33969,11.91,18.64,25.03,5.34,11.13,2.9,69.83,75.87,2.52,0.18,0.87,37200,28400,336,146,28.5,6,0,NA,NA,1721,0.57,NA,4356.7
Paducahcity,KY,0,17196,12.47,23665,23.81,30.99,14.56,7.51,14.81,2.86,55.02,61.97,4.8,0.07,3.18,24500,40300,132,137,25.9,19,0,NA,NA,1498.2,0.69,1660.33,7681.81
WindsorLockstown,CT,100,43593,3.95,48350,3.04,22.67,16.3,4.62,9.62,3,78.78,83.36,0.91,0.91,0.58,128100,40400,426,253,24.2,0,6,NA,NA,1320.8,2.14,137.42,2214.86
LasVegascity,NV,99.84,30590,5.98,35300,11.47,23.7,13.37,6.57,18.4,3.1,63.59,71.22,4.36,1.86,4.57,71500,44500,330,218,27.3,336,236,161.96,90.73,2993.5,2.85,1014.86,5790.44
Belchertowntown,MA,0,38868,5.43,44004,9.32,19.52,28.86,3.76,9.95,3.14,79.84,71.02,2.19,0.78,1.84,109900,58400,230,349,26.9,0,0,NA,NA,193.6,1.24,375.6,1722.24
Corcorancity,CA,0,21558,23.06,22358,24.15,42.24,5.43,12.35,8.44,3.68,63.5,56.18,9.3,2.27,1.66,46000,28100,190,198,26.1,0,0,NA,NA,2277.4,0.38,764.68,2395.04
RoselleParkborough,NJ,100,43365,4.94,50622,3.34,21.14,22.81,5.37,8.23,3.1,80.46,66.5,1.02,1.62,1.86,136200,45400,558,132,24.4,0,0,NA,NA,10108.1,6.71,146.46,2489.79
Bedfordtown,MA,94.74,57561,3.59,64537,1.72,7.1,42.82,2.78,7.68,3.13,85.79,74.15,0.41,0.68,0.81,189800,87800,524,430,26.3,0,0,NA,NA,912.9,2.18,141.03,1039.19
Maconcity,GA,100,21038,15.47,26256,24.38,36.08,15.32,8.38,16.07,3.13,44.24,69.49,10.44,0.24,12.65,35700,35300,139,190,27.5,138,50,233.29,77.38,2149.4,2.76,820.1,9176.31
EastHamptontown,CT,0,48000,2.83,53480,0.93,16.4,27.78,4.18,9.34,3.09,82.81,79.83,0.44,0.23,0.46,135900,62500,384,289,22.8,0,0,NA,NA,282.8,1.36,55.83,1507.54
BrooklynCentercity,MN,100,34168,6.98,38818,7.07,16.18,14.1,5.37,10.19,2.99,68.12,74.11,4.18,0.42,0.21,68300,22700,384,172,28.9,0,0,NA,NA,3509.3,6.4,NA,8480.43
Blythevillecity,AR,0,18858,14.67,22074,25.55,33.68,13.67,8.69,11.87,3.27,60.16,65.75,9.97,0.29,9.67,30300,34800,149,153,27.7,26,0,NA,NA,1910.7,0.45,2193.23,13301.81
Uvaldecity,TX,0,17103,15.4,19671,33.49,48.56,12.46,13.57,10.47,3.61,67.31,57.08,1.5,1.26,7.96,24400,31800,140,147,25.8,8,0,NA,NA,2578.6,0.31,339.49,2382.75
CathedralCitycity,CA,100,30908,8.31,34579,13.56,30.39,12.98,6.24,13.18,3.32,67.86,63.07,4.96,3.48,0.6,86000,57400,398,261,30.7,0,2,NA,NA,1535.3,2.92,1231.81,5445.74
NorthOgdencity,UT,100,41178,1.21,42294,2.9,6.32,31.19,4.34,5.17,3.93,89.03,64.95,0.24,0.27,5.26,65500,30700,271,168,21.5,0,0,NA,NA,1822,1.46,44.86,2011.21
Mariettacity,GA,100,27371,4.61,33434,14.16,18.66,28.25,5.33,16.26,2.87,60.96,69.87,4.22,1.09,1.61,64200,69700,378,151,27.1,68,9,646.8,80.47,2090.2,1.19,845.51,10025.33
Lowertownship,NJ,0,26668,6.22,31438,8.82,34.58,9.23,7.71,8.85,2.94,73.96,70.31,2.28,0.04,0.32,64900,43800,376,166,32.4,0,0,NA,NA,712.1,1.62,243.98,3373.53
Morristowntown,NJ,100,42748,4.42,49718,7.27,21.61,32.43,5.03,13.02,3.01,58.69,71.72,6.08,5.25,2.87,168900,79900,444,310,24,62,1,NA,NA,5316.9,5.88,794.37,5615.18
Chillicothecity,OH,0,22458,12.22,29499,19.84,30.4,13.88,10.65,14.14,2.95,65.23,63.75,2.55,0.26,1.8,35100,35100,163,130,27.3,0,0,NA,NA,2685.2,0.88,415.27,7153.38
Vincennescity,IN,0,18829,8.23,26723,20.72,28.08,13.26,8.73,11.17,2.95,68.65,73.66,1.42,0.51,2.66,30300,29000,165,131,29.5,16,0,NA,NA,2992.6,0.51,140.25,6767.18
Demingcity,NM,0,15570,15.41,16994,33.89,44.6,11.27,17.4,12.1,3.28,60.54,53.38,4.45,1.62,6.1,34200,28600,144,126,26.2,0,0,NA,NA,1833.2,0.24,541.85,5791.9
Waterfordtownship,NJ,85.43,43673,2.94,46902,2.78,20.26,15.33,3.36,8.37,3.45,84.34,67.18,2.19,0.37,6.19,86400,49300,361,325,29.5,0,0,NA,NA,291.8,5.24,131.59,2851.13
Chelmsfordtown,MA,100,53971,3.59,59368,2.55,9.77,37.68,5.31,7.3,3.2,83.47,74.67,0.6,0.64,2.49,151900,64000,509,311,23.7,0,0,NA,NA,1379.8,1.3,369.33,2689.58
Wilmingtoncity,NC,100,20609,10.55,27202,22.11,26.95,20.74,6.21,13.98,2.91,48.29,71.05,8.53,0.21,2.58,41800,54300,209,171,28,92,8,211.74,84.94,1805,3.22,1202.99,9584.68
Lubbockcity,TX,100,24130,6.42,30826,19.56,24.43,25.96,6.56,10.98,3.17,69,68.5,2.96,0.78,4.51,37400,38300,237,165,29.9,24,25,152.43,89.88,1726.3,0.89,643.52,5655.94
Vinelandcity,NJ,100,30733,8.57,35361,10.91,38.66,12.63,7.2,11.5,3.25,60.81,70.99,6.12,0.23,5.02,66300,39300,323,196,28.7,117,20,194.7,81.42,769.8,1.83,902.54,7276.73
Brocktoncity,MA,100,31712,14.5,38544,13.64,25.62,12.94,9.22,11.52,3.32,61.08,66.58,6.75,1.82,4.79,113100,35300,316,297,29.3,253,7,240.08,88.77,4171.7,5.54,1315.31,NA
Dovertownship,NJ,94.69,40704,3.71,46376,4.92,21.2,20.59,5.01,7.66,3.2,81.1,65.48,0.95,0.3,0.48,112500,76700,515,216,30.5,96,0,NA,NA,1793.5,1.24,205.97,3743.02
Dunedincity,FL,100,25906,3.71,33578,7.12,18.44,18.91,3.89,11.47,2.64,72.09,77.38,0.79,0.36,0.52,60900,38800,312,161,27.8,0,0,NA,NA,3173.9,0.65,513.6,3990.54
Novatocity,CA,100,45890,4.68,51741,4.18,8.28,31.81,2.92,11.92,3.04,78.7,70.29,1.51,1.71,0.18,221800,139700,616,332,29.6,0,2,NA,NA,1665.7,7.9,383.35,3574.56
Delhitownship,OH,100,41726,2.56,45389,3.6,17.66,20.9,2.94,5.73,3.42,86.02,74,0.81,0.29,0,64200,34900,276,138,23.2,0,0,NA,NA,2907.8,3.15,74,2429.14
Orlandocity,FL,100,26119,6.37,30570,15.76,21.9,22.59,4.56,16.18,2.98,49.98,72.24,9.1,1.04,2.81,59100,39300,338,173,27.3,688,235,416.92,78.64,2363.3,3.56,2304.49,9956.08
Cerritoscity,CA,100,59076,5.9,60689,3.95,10.78,37.02,3.67,6.83,3.7,81.03,71.48,1.15,3.96,0.59,256400,119600,745,256,28.6,0,0,NA,NA,5965.9,0.94,908.08,6418.34
Hillsboroughtownship,NJ,60.22,59069,1.04,62724,1.33,8.55,43.63,3.46,7.54,3.23,88.48,70.7,0.83,0.64,2.11,144000,107100,625,258,24.6,0,0,NA,NA,508.5,3.13,32.29,1443.33
Cartersvillecity,GA,0,25384,9.73,31778,14.89,39.17,14.2,5.73,13.09,3.02,62.89,76.62,3.99,0.14,0.73,48300,49100,173,202,25.8,5,0,NA,NA,488.7,0.24,716.27,5562.05
CliffsideParkborough,NJ,100,40600,4.94,48040,4.63,24.95,26.37,5.86,8.39,2.91,77.5,55.05,1.32,5.46,0.39,181100,97500,477,348,25.6,0,2,NA,NA,20417.5,20.74,124.14,1675.9
Miamicity,OK,0,17278,7.37,21952,20.56,28.99,13.82,9,11.98,2.83,67.64,64.59,0.81,0,1.84,21000,26800,137,108,26.3,33,0,NA,NA,1361.6,0.12,400.42,5613.23
Oronotown,ME,92.61,27922,6.11,42055,21.14,11.33,50.88,4.86,4.68,2.93,69.72,77.83,4.24,1.83,0.43,66900,56100,301,181,32.2,0,0,NA,NA,560.5,1.12,18.87,1283.26
Palatinevillage,IL,100,48668,2.56,57376,2.47,9.36,37.58,2.6,9.02,3.14,85.4,67.89,0.88,0.82,1.01,121500,82200,531,173,24,9,0,NA,NA,3845.3,6.65,NA,2647.41
Largocity,FL,100,24296,3.62,30141,7.42,22.95,13.81,3.9,12.87,2.55,67.29,75.24,1.2,0.65,0.24,58300,34200,351,126,27.3,56,0,NA,NA,4484.7,0.6,622.5,4126.25
DearbornHeightscity,MI,100,36771,4,42433,5.5,25.94,13.72,5.89,8.82,3.06,77.79,64.1,0.69,0.59,2.37,47700,38300,399,133,24.5,0,0,NA,NA,5013,0.72,NA,4708.85
Schenectadycity,NY,100,24316,10.64,30410,14.93,25.24,17.32,7.16,13.26,2.96,57.95,69.19,5.57,0.48,5.43,65700,31300,270,145,28.1,310,8,227.57,89.96,5831.6,5.09,1033.4,NA
Schaumburgvillage,IL,100,47029,1.54,54591,2.68,9.45,34.23,2.45,10.14,3.14,84.75,71.84,1.17,1.51,0.1,103600,64100,593,197,25.2,5,0,NA,NA,3520.1,4.37,NA,4765.56
Piedmontcity,CA,100,84498,1.98,100131,1.8,3.55,71.2,1.61,7.64,3.14,86.82,65.7,2.27,0.61,1.08,388800,111201,721,280,22.5,0,0,NA,NA,6079.1,9.17,137.47,3909.27
Hattiesburgcity,MS,100,15576,10.99,20993,35.87,26.04,27.04,9.73,12.61,3.1,44.73,63.18,9.22,0.71,4.02,31100,40300,171,133,28.9,14,0,NA,NA,1590.3,0.59,734.56,6596.53
Longmeadowtown,MA,100,63203,2.48,70129,2.25,5.98,51.96,3.51,4.64,3.12,89.72,65.74,0.05,0.85,0,162800,130600,288,638,29.9,0,0,NA,NA,1655,0.26,44.06,1982.88
Oaklandcity,CA,100,27095,17.81,31755,18.82,25.61,27.18,9.38,15.68,3.28,48.42,61.43,10.31,3.75,10.49,106700,179100,365,252,30.7,431,303,163.38,76.45,6409.1,18.71,2601.6,9420.56
FairLawnborough,NJ,100,49658,3.18,56569,2.94,18.7,30.35,3.76,5.63,3.06,87.05,66.31,0.38,1.7,0,177400,64900,452,345,28.3,0,0,NA,NA,5702.7,10.35,79.76,1885.47
LowerPaxtontownship,PA,96.05,37783,2.32,43360,2.8,12.58,26.8,2.06,9.87,2.93,79.24,72.41,0.93,0.26,0.96,68000,38700,411,101,22.3,0,0,NA,NA,1344.3,1.39,401.67,3549.73
Bangorcity,ME,100,24674,9.42,32156,14.98,16.49,24.45,5.78,14.05,2.91,64.93,70.87,2.94,0.36,1.33,61200,37200,265,184,26.5,51,0,NA,NA,929.6,1.55,224.8,4842.49
ParkRidgecity,IL,100,52817,2.31,61048,1.25,10.6,37.44,2.31,5.95,3.06,87.42,66.8,0.61,0.62,0.85,148400,91800,497,226,25.9,0,0,NA,NA,5089.3,10.3,NA,2695.18
FarmersBranchcity,TX,100,38037,2.27,41815,6.71,20.52,25.09,5.39,11.57,3.12,74.03,76.75,1.73,2.52,4.98,66800,51500,364,235,24.7,0,0,NA,NA,1950,1.79,386.92,6382.13
Montvilletownship,NJ,89.6,74825,2.23,78445,0.79,11.91,38.37,4.7,5.23,3.38,89.03,61.85,0.05,1.34,0.84,214100,161000,586,415,24,0,0,NA,NA,798.4,3.62,37.13,2054.58
Towamencintownship,PA,95.84,48547,2.23,57262,2.75,12.43,36.62,2.64,8.09,3.27,85.76,69.74,1.2,0.66,1.07,119500,85600,300,340,26.3,0,0,NA,NA,1409.7,1.81,69.41,2151.58
Shelbytownship,MI,100,47930,2.47,53230,2.81,16.76,19.89,5.15,7.26,3.27,85.9,67.28,0.8,0.52,1.01,80100,71800,439,130,21.8,0,0,NA,NA,1352.1,0.18,NA,2684.16
DaytonaBeachcity,FL,100,18631,7.76,24264,22.49,26.4,16.46,7.89,14.77,2.79,41.09,69.44,7.96,1.1,1.38,45100,43000,264,172,30.4,94,18,306.26,69.55,1853.5,3.49,2082.86,9425.42
SouthHadleytown,MA,97.23,38694,4.25,45957,4.39,16.6,25.56,3.37,7.75,3.01,78.35,75.28,0.9,1.38,1.15,108100,57900,348,231,22.4,0,0,NA,NA,909.6,0.9,203.29,1469.48
Springdalecity,AR,100,25376,4.5,29317,9.36,29.94,13.68,3.56,11.57,3.03,76.12,73.67,0.87,0.39,1.04,43300,29700,230,111,23.4,0,0,NA,NA,974.5,0.11,178.31,3787.76
Mercedescity,TX,0,12908,24.09,14257,48.82,58.05,7.6,17.42,9.12,3.99,62.76,48.99,3.62,2.38,8.97,19300,23700,99,127,29,0,0,NA,NA,1656.3,0,1266.08,2607.45
Uticacity,NY,100,19950,14.25,26757,21.73,32.62,12.31,9.39,11.35,3.03,57.12,64.73,6.19,1.09,3.14,50600,32700,203,134,28.7,178,0,NA,NA,4052.3,4.99,426.71,5608.18
CedarHillcity,TX,100,41457,2.4,43996,3.72,13.87,28.24,3.61,9.55,3.3,81.82,76.65,0.36,0.42,0.64,66100,33900,383,158,26.9,0,0,NA,NA,573.3,1.02,106.42,3121.55
TexasCitycity,TX,98.65,26144,6.68,30689,16.76,28.58,9.87,8.15,15.11,3.18,62.14,64.79,3.4,0.36,11.05,37000,30800,236,126,24.8,0,13,NA,NA,634.4,0.09,690.29,8622.72
WestCovinacity,CA,100,42481,7.88,46081,7.71,19.41,20.2,4.96,11.15,3.51,69.66,65.64,3.59,3.72,1.57,170500,77800,573,219,29.4,0,0,104.99,70.52,5724.9,3.13,639.59,5478.87
Pleasantoncity,CA,100,59458,2.83,64486,2.41,7,37.16,3.06,10.53,3.11,82.85,70.94,0.64,0.77,0.34,250200,122200,657,285,26.9,0,1,NA,NA,3009.8,1.65,144.9,3508.59
EastGrandRapidscity,MI,100,60355,1.74,67061,2.56,3.52,61.98,2.1,7.14,3.22,87.1,64.58,0.35,0.29,0,84800,81100,408,362,25.6,0,0,NA,NA,3564.3,0.9,NA,2495.15
Norwalkcity,OH,0,25587,7.54,31569,10.3,26.39,11.71,7.78,12.41,3.1,71.33,72.63,2.3,0.04,2.06,46400,33100,210,119,24.1,4,0,NA,NA,1787,0.11,13.1,2363.96
Hamiltoncity,OH,100,22886,10.72,28117,16.84,33.44,9.9,7.94,14.36,3.07,63.91,64.81,3.33,0.12,10.36,41400,27900,222,124,27.9,73,0,161.05,96.76,2966.4,1.53,1432.56,6883.65
Harwichtown,MA,0,28259,6.53,35036,5.57,12.19,26,8.97,8.05,2.76,76.19,65.03,0.64,0.54,0.18,132900,68300,360,285,32.1,0,0,NA,NA,471.5,0.45,358,2717.09
Jeffersontowncity,KY,100,38962,2.32,44725,3.42,14.51,27.47,2.92,11.28,3.04,80.02,75.95,1.53,0.12,2.13,57900,36100,307,173,20.2,0,0,NA,NA,2317.5,1.54,395.27,2375.89
Bainbridgecity,GA,0,18641,16.96,23338,28.83,40.25,15.17,6.76,14.15,3.16,48.15,67.28,7.52,0.96,3.02,27200,39400,104,140,27.1,0,0,NA,NA,670.3,0,985.78,7781.56
MenloParkcity,CA,100,50468,4.7,64560,6.47,10.33,54.84,3.23,12.85,2.93,68.7,67.51,4.96,2.45,0.93,319000,181001,621,380,27.6,101,18,NA,NA,2689.9,3.66,598.56,4270.19
Flagstaffcity,AZ,0,28382,3.75,34952,17.2,13.08,32.75,7.14,9.73,3.26,68.95,73.62,3.96,1.28,0.79,73000,46300,328,170,28.7,10,0,NA,NA,700.1,0.67,493.46,8139.16
Kilgorecity,TX,0,24644,4.77,31308,13.89,27.01,17.73,7.02,11.52,3.02,68.06,67.33,2.85,0.54,4.26,27900,42400,203,128,24.5,0,0,NA,NA,895.6,0,1045.45,10860.55
Glassboroborough,NJ,100,34218,7.6,39852,14.31,24,21.74,8.11,8.77,3.2,63.76,67.14,6.2,0.42,2.38,80800,41700,287,204,26.3,7,0,NA,NA,1635.9,2.53,412.04,5133.34
SanJuancity,TX,100,14292,20.09,15406,38.95,59.32,7.27,13.29,7.33,4.11,67.72,55.71,2.15,2.96,9.36,23200,24700,105,135,27.3,0,0,NA,NA,2846.1,1.47,307.42,4978.63
Swampscotttown,MA,100,50191,2.84,60182,3.87,8.37,43.78,4.36,6.45,3.01,84.85,66.1,0.64,1.13,1.06,180700,116900,528,393,24.2,0,0,NA,NA,4320.7,9.65,96.85,3147.7
LosGatostown,CA,100,57815,2.94,69481,4.65,6.46,47.89,2.92,13.71,2.88,76.66,64.97,1.24,1.43,4.74,325900,174101,639,351,27.2,0,1,NA,NA,2544.4,1.27,268.94,3295.32
CreveCoeurcity,MO,100,59913,0.91,80759,3.62,7.57,55.89,1.79,7.05,2.87,87.28,58.29,0.33,1.18,0.34,153300,140100,446,188,20.2,0,0,NA,NA,1565.4,0.33,147.83,3030.55
Denisoncity,TX,100,21949,8.09,27124,15.37,33.1,10.88,7.26,13.51,2.99,66.12,73.21,1.18,0.24,2.84,24400,32000,181,140,24.4,12,0,NA,NA,940.1,0,803.58,7108.94
Bakersfieldcity,CA,99.61,32154,12.01,36998,15,22.23,19.65,7.1,14.05,3.26,65.04,62.77,5.23,1.05,4.1,72800,44800,319,174,28.4,349,31,122.9,84.53,1837.3,1.24,974.37,7215.88
TheVillagecity,OK,100,28097,2.61,33004,7.04,11.55,30.52,3.57,13.54,2.81,72.23,79.51,0.93,0.14,1.29,40300,24300,307,105,23.2,0,0,NA,NA,3939.5,0,603.84,7721.87
Albanycity,NY,100,25152,8.17,34493,18.31,22.28,29.51,6.09,10.8,2.94,49.59,73.44,8.96,1.28,10.4,80500,52200,301,176,26.9,395,10,302.95,82.14,4557.8,15.02,1183.14,6316.12
Newarkcity,NJ,100,21650,22.23,25816,26.34,48.79,8.55,14.71,14,3.55,34.59,59.85,20,3.17,11.05,77300,71400,252,242,26.9,1974,842,54.57,42.71,11153.6,24.89,3928.03,10942.54
EastOrangecity,NJ,100,26810,14.71,33263,17.71,30.7,14.65,11.76,17.06,3.42,34.12,71.9,16.74,2.01,7.32,86300,60000,367,208,28.2,340,20,334.59,63.94,18091.3,25.57,2941.62,7166.95
Ogdencity,UT,100,23487,9.77,28649,16.78,24.93,16.21,8.2,14.35,3.2,67.64,69.91,2.64,0.6,13.16,41200,30600,184,158,24.6,198,62,152.98,90.26,2365.2,2.84,577.28,7709.63
Petersburgcity,VA,100,21309,12.38,27243,20.3,37.76,13.54,8.45,15.65,3.09,37.26,73.6,12.99,0.23,10.91,37100,32600,164,182,27.7,10,10,NA,NA,1619.7,3.58,1332.66,6682.63
Baytowncity,TX,100,30151,6.22,33891,16.08,28.77,14.67,7.87,12.82,3.32,68.81,56.62,2.74,1.2,8.47,34900,34500,240,138,22.9,17,20,NA,NA,1969.2,0.17,566.03,6086.67
Eugenecity,OR,100,25369,5.56,34153,17.04,11.44,34.88,6.42,12.92,2.9,69.15,71.18,1.89,1.64,0.99,56100,43200,282,195,30.6,459,84,112.29,95.42,2858.7,3.53,390.93,6890.36
Providencecity,RI,100,22147,16.33,28342,22.96,37.24,21.63,9.18,11.37,3.23,50.04,60.15,9.23,4.37,7.61,87300,62700,266,226,30.2,240,43,293.72,74.93,8403.8,7.61,916.52,9460.97
NorthLittleRockcity,AR,100,23958,7.4,30185,17.2,26.96,17.49,5.39,14.81,3,57.72,72.04,5.46,0.1,4.85,39600,40300,178,175,26.9,35,7,196.88,82.18,1500,1.58,1020.91,11250.65
Metuchenborough,NJ,100,53226,2,61046,2.9,14.54,37.58,3.14,7.56,3.06,81.36,67.34,1.81,0.73,4.35,140900,82400,444,289,26.5,0,0,NA,NA,4511,11.91,183.56,2699.81
Warrentown,RI,86.85,31637,6.05,37795,7.16,30.69,15.29,5.21,9.43,3.03,77.41,79.9,1.34,0.06,0.34,110800,61700,304,199,26.7,0,0,NA,NA,1785.6,1.88,8.82,3167.46
Kentcity,OH,100,21463,7.49,28301,27.49,14.11,33.63,6.9,7.65,3,64.84,61.21,4.53,1.47,1.5,55500,30000,276,133,31.3,10,0,NA,NA,3194.9,3.15,395.81,3517.12
Cypresscity,CA,100,50981,4.46,54463,4.46,12.49,26.62,4.48,11.18,3.3,73.34,72.04,1.69,2.05,1.15,202500,114300,619,286,26.7,0,0,NA,NA,6221.6,0.58,319.39,4392.09
